LAU2_CODE,without_education,undetermined,lower_secondary_vocational_education,bachelors_degree,masters_degree,doctoral_degree,higher_vocational_education,primary_education,complete_secondary_vocational_education,complete_secondary_general_education,okres
SK0427522511,21.818181818181817,5.212121212121213,9.818181818181818,1.090909090909091,4.363636363636364,0.12121212121212122,2.666666666666667,40.96969696969697,11.272727272727273,2.666666666666667,Michalovce
SK0427522546,10.774410774410773,2.6936026936026938,18.51851851851852,1.6835016835016834,10.1010101010101,1.0101010101010102,4.713804713804714,21.54882154882155,23.232323232323232,5.723905723905724,Michalovce
SK0427522562,9.427207637231504,7.756563245823388,23.508353221957044,2.028639618138425,10.620525059665871,0.5966587112171837,4.2959427207637235,12.887828162291168,23.627684964200476,5.250596658711217,Michalovce
SK0427522571,27.07509881422925,2.766798418972332,14.82213438735178,0.592885375494071,3.3596837944664033,0.0,0.9881422924901186,35.7707509881423,12.450592885375494,2.1739130434782608,Michalovce
SK0427522589,9.502262443438914,3.3936651583710407,15.83710407239819,4.298642533936651,21.945701357466064,0.4524886877828055,2.9411764705882355,9.728506787330318,24.20814479638009,7.6923076923076925,Michalovce
SK0427522597,6.112469437652812,2.689486552567237,18.09290953545232,2.444987775061125,14.91442542787286,0.7334963325183375,5.8679706601467,13.202933985330073,29.3398533007335,6.601466992665037,Michalovce
SK0427522635,26.95473251028806,3.292181069958848,11.111111111111112,0.411522633744856,1.02880658436214,0.0,0.205761316872428,53.49794238683128,2.4691358024691357,1.02880658436214,Michalovce
SK0427522651,9.21875,1.25,18.75,2.1875,16.71875,1.09375,4.84375,12.34375,26.40625,7.187499999999999,Michalovce
SK0427522686,9.27536231884058,4.927536231884058,18.26086956521739,3.4782608695652173,11.304347826086957,0.5797101449275363,8.405797101449275,10.72463768115942,26.3768115942029,6.666666666666667,Michalovce
SK0427522694,13.942307692307692,1.6025641025641024,18.830128205128204,2.2435897435897436,12.740384615384615,0.7211538461538461,4.246794871794871,18.349358974358974,22.516025641025642,4.807692307692308,Michalovce
SK0427522708,25.234899328859058,2.684563758389262,12.617449664429529,0.4026845637583893,2.684563758389262,0.2684563758389262,1.7449664429530203,42.95302013422818,9.395973154362416,2.013422818791946,Michalovce
